# HOMER Peaks
# Peak finding parameters:
# tag directory = Anat_WT_2w_LPS_noRC_1_S5
#
# total peaks = 7295
# peak size = 119
# peaks found using tags on both strands
# minimum distance between peaks = 238
# fragment length = 300
# genome size = 2000000000
# Total tags = 17871104.0
# Total tags in peaks = 193815.5
# Approximate IP efficiency = 1.08%
# tags per bp = 0.007164
# expected tags per peak = 0.852
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 3.051904e-07
# FDR tag threshold = 9.0
# number of putative peaks = 82561
#
# input tag directory = Anat_WT_2w_LPS_noRC_1_S5
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 74008
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 1247
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 11
#
# cmd = findPeaks Anat_WT_2w_LPS_noRC_1_S5 -o Anat_WT_2w_LPS_noRC_1_S5.peaks.txt -style factor -fragLength 300 -i Anat_WT_2w_LPS_noRC_1_S5
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr9-1079	chr9	65049591	65049709	+	30.2	0.595	40.000000	54.0	7.0	7.71	1.95e-29	9.81	1.94e-34	1.10
chr10-1169	chr10	83097372	83097490	+	30.2	0.843	37.500000	54.0	9.5	5.68	2.45e-23	9.04	1.02e-32	1.18
chr10-1171	chr10	84657401	84657519	+	30.2	0.829	37.500000	54.0	13.0	4.15	1.82e-17	47.70	1.16e-69	1.16
chr11-1408	chr11	17054143	17054261	+	30.2	0.766	40.500000	54.0	13.0	4.15	1.82e-17	7.88	7.15e-30	1.10
chr11-1622	chr11	78279531	78279649	+	30.2	0.668	36.500000	54.5	12.0	4.54	6.42e-19	11.74	2.94e-38	1.23
chr14-828	chr14	55780308	55780426	+	30.2	0.825	34.500000	54.0	9.0	6.00	2.16e-24	44.39	5.15e-68	1.26
chr15-754	chr15	93315917	93316035	+	30.2	0.707	43.500000	54.0	11.5	4.70	1.05e-19	29.02	2.55e-58	1.02
chr16-851	chr16	3732799	3732917	+	30.2	0.828	34.000000	54.5	13.5	4.04	8.58e-17	31.25	5.37e-60	1.30
chr17-947	chr17	15158618	15158736	+	30.2	0.863	40.500000	54.0	10.5	5.14	2.05e-21	41.52	1.77e-66	1.10
chr18-652	chr18	36087212	36087330	+	30.2	0.586	38.000000	54.0	13.0	4.15	1.82e-17	13.73	1.18e-41	1.18
chr18-574	chr18	54064023	54064141	+	30.2	0.789	42.000000	54.0	12.5	4.32	3.57e-18	7.47	9.06e-29	1.06
chr19-717	chr19	37584333	37584451	+	30.2	0.857	36.500000	54.0	11.0	4.91	1.55e-20	34.49	3.04e-62	1.19
chr3-1022	chr3	145991866	145991984	+	29.9	0.868	37.500000	53.5	10.0	5.35	1.30e-21	9.35	1.20e-32	1.16
chr4-1408	chr4	144607760	144607878	+	29.9	0.822	36.500000	54.0	12.5	4.32	3.57e-18	20.47	1.46e-49	1.19
chr5-1194	chr5	73154351	73154469	+	29.9	0.792	40.000000	54.0	13.0	4.15	1.82e-17	24.27	4.16e-53	1.10
chr7-1419	chr7	139847872	139847990	+	29.9	0.757	41.500000	53.5	12.5	4.28	1.55e-17	7.33	6.53e-28	1.06
chr8-1256	chr8	73345593	73345711	+	29.9	0.851	36.000000	54.0	13.0	4.15	1.82e-17	27.17	1.34e-55	1.23
chr9-1445	chr9	24321405	24321523	+	29.9	0.918	30.500000	53.5	11.0	4.86	7.66e-20	21.88	8.02e-51	1.45
chr11-1243	chr11	117671999	117672117	+	29.9	0.597	44.500000	56.0	13.5	4.15	5.02e-18	15.24	6.01e-43	1.00
chr14-685	chr14	54847744	54847862	+	29.9	0.715	40.000000	53.5	13.0	4.12	7.60e-17	11.99	4.94e-38	1.09
chr16-690	chr16	94839028	94839146	+	29.9	0.695	40.500000	53.5	8.0	6.69	6.73e-26	21.62	1.49e-50	1.09
chr1-1266	chr1	65056915	65057033	+	29.7	0.854	39.000000	53.0	11.5	4.61	4.96e-19	46.08	1.25e-67	1.11
chr1-1437	chr1	182694150	182694268	+	29.7	0.847	36.000000	53.0	12.0	4.42	2.90e-18	6.42	2.87e-25	1.23
chr2-2165	chr2	21183355	21183473	+	29.7	0.884	30.000000	53.0	13.0	4.08	7.60e-17	44.23	1.05e-66	1.48
chr3-999	chr3	97775205	97775323	+	29.7	0.830	38.000000	53.0	11.5	4.61	4.96e-19	50.88	7.35e-70	1.16
chr3-1145	chr3	103542306	103542424	+	29.7	0.669	34.500000	53.0	11.0	4.82	7.66e-20	8.03	3.29e-29	1.36
chr4-1542	chr4	62820100	62820218	+	29.7	0.862	33.500000	53.0	11.0	4.82	7.66e-20	34.00	1.09e-59	1.39
chr5-1319	chr5	75552370	75552488	+	29.7	0.831	37.000000	53.0	11.5	4.61	4.96e-19	13.97	2.77e-41	1.23
chr8-1417	chr8	124797149	124797267	+	29.7	0.869	32.500000	53.0	11.5	4.61	4.96e-19	27.59	3.77e-56	1.36
chr9-1152	chr9	44057735	44057853	+	29.7	0.806	37.500000	53.0	12.0	4.42	2.90e-18	54.67	1.72e-71	1.19
chr9-1170	chr9	64295466	64295584	+	29.7	0.819	37.000000	53.0	12.0	4.42	2.90e-18	11.99	3.75e-37	1.19
chr9-1101	chr9	72297333	72297451	+	29.7	0.838	39.500000	53.0	7.5	7.07	3.59e-27	27.77	2.73e-56	1.09
chr11-1371	chr11	76295827	76295945	+	29.7	0.752	41.500000	53.5	9.0	5.94	1.30e-23	8.38	1.33e-30	1.07
chr15-896	chr15	8395382	8395500	+	29.7	0.653	37.500000	53.0	9.5	5.58	1.40e-22	4.75	1.37e-19	1.19
chr1-1113	chr1	89098144	89098262	+	29.4	0.774	42.500000	52.5	12.5	4.20	6.61e-17	28.41	9.30e-56	1.03
chr2-2027	chr2	90941657	90941775	+	29.4	0.883	32.000000	52.5	11.5	4.57	2.30e-18	7.33	3.30e-27	1.32
chr4-1402	chr4	126115670	126115788	+	29.4	0.833	36.500000	52.5	12.0	4.38	1.29e-17	24.41	1.75e-51	1.19
chr5-1313	chr5	34860726	34860844	+	29.4	0.852	37.000000	52.5	12.0	4.38	1.29e-17	4.46	6.07e-18	1.17
chr5-1180	chr5	121262540	121262658	+	29.4	0.749	40.500000	52.5	12.5	4.20	6.61e-17	34.46	8.95e-60	1.04
chr6-1429	chr6	117116989	117117107	+	29.4	0.902	31.000000	52.5	8.0	6.56	4.47e-25	22.70	1.09e-50	1.46
chr7-1576	chr7	135232774	135232892	+	29.4	0.801	38.000000	53.0	12.5	4.24	1.55e-17	32.05	3.46e-58	1.19
chr7-1483	chr7	140051497	140051615	+	29.4	0.625	40.000000	52.5	10.0	5.25	6.93e-21	10.39	3.34e-34	1.07
chr9-1051	chr9	94617252	94617370	+	29.4	0.797	41.000000	52.5	11.5	4.57	2.30e-18	35.88	1.17e-60	1.03
chr9-985	chr9	117992074	117992192	+	29.4	0.682	43.000000	52.5	12.0	4.38	1.29e-17	36.18	7.68e-61	1.01
chr11-1432	chr11	115573936	115574054	+	29.4	0.624	40.500000	52.5	11.5	4.57	2.30e-18	7.01	2.41e-26	1.07
chr14-859	chr14	47500720	47500838	+	29.4	0.844	33.500000	52.5	13.0	4.04	3.12e-16	6.41	1.25e-24	1.28
chr16-658	chr16	20804707	20804825	+	29.4	0.786	41.500000	54.5	12.0	4.54	6.42e-19	32.90	9.28e-59	1.04
chr16-718	chr16	24012304	24012422	+	29.4	0.798	39.000000	52.5	12.0	4.38	1.29e-17	35.30	2.66e-60	1.08
chr17-925	chr17	66863747	66863865	+	29.4	0.745	41.500000	52.5	11.0	4.77	3.71e-19	18.95	8.36e-47	1.10
chr19-895	chr19	32789805	32789923	+	29.4	0.875	29.500000	52.5	11.0	4.77	3.71e-19	8.01	5.93e-29	1.54
chr3-997	chr3	95544548	95544666	+	29.1	0.749	38.000000	52.0	12.0	4.33	1.29e-17	37.87	4.64e-62	1.13
chr5-1316	chr5	44443925	44444043	+	29.1	0.761	37.000000	52.0	10.5	4.95	5.38e-20	14.34	4.31e-41	1.14
chr7-1469	chr7	19586525	19586643	+	29.1	0.724	40.000000	52.0	10.5	4.95	5.38e-20	6.05	1.06e-23	1.08
chr10-1109	chr10	19723026	19723144	+	29.1	0.839	39.000000	52.0	9.0	5.78	7.69e-23	24.93	9.90e-52	1.10
chr10-1093	chr10	41023830	41023948	+	29.1	0.528	39.500000	52.0	7.0	7.43	1.15e-27	8.97	2.08e-31	1.10
chr10-1146	chr10	75976069	75976187	+	29.1	0.865	38.000000	52.0	10.5	4.95	5.38e-20	48.24	2.13e-67	1.13
chr10-1138	chr10	121491711	121491829	+	29.1	0.807	38.500000	52.0	11.0	4.73	3.71e-19	16.90	1.47e-44	1.16
chr11-1554	chr11	26504396	26504514	+	29.1	0.789	37.500000	52.0	6.5	8.00	3.97e-29	10.60	8.50e-35	1.14
chr14-790	chr14	69942645	69942763	+	29.1	0.806	36.000000	52.5	12.0	4.38	1.29e-17	21.27	1.74e-49	1.19
chr14-675	chr14	76514515	76514633	+	29.1	0.760	40.500000	52.0	12.0	4.33	1.29e-17	7.12	3.73e-26	1.05
chr16-783	chr16	11036325	11036443	+	29.1	0.816	36.500000	52.0	12.0	4.33	1.29e-17	17.62	1.87e-45	1.21
chr16-827	chr16	17939058	17939176	+	29.1	0.876	35.000000	52.0	9.5	5.47	7.84e-22	47.97	2.82e-67	1.23
chr1-1204	chr1	167571890	167572008	+	28.8	0.449	40.500000	51.5	8.5	6.06	3.94e-23	5.37	4.13e-21	1.07
chr1-1117	chr1	169267656	169267774	+	28.8	0.624	42.500000	51.5	10.5	4.90	2.68e-19	7.56	2.54e-27	1.03
chr1-1542	chr1	182198875	182198993	+	28.8	0.898	34.000000	51.5	10.0	5.15	3.62e-20	31.10	1.89e-56	1.28
chr2-1575	chr2	33284961	33285079	+	28.8	0.815	39.000000	51.5	9.5	5.42	4.31e-21	10.23	2.92e-33	1.07
chr3-868	chr3	145989865	145989983	+	28.8	0.695	43.500000	51.5	10.0	5.15	3.62e-20	8.67	5.71e-30	0.96
chr6-1231	chr6	87983636	87983754	+	28.8	0.835	35.000000	51.5	9.0	5.72	4.46e-22	17.53	2.71e-44	1.19
chr9-1303	chr9	44460235	44460353	+	28.8	0.841	33.500000	51.5	10.5	4.90	2.68e-19	27.77	5.03e-54	1.26
chr10-1057	chr10	59937436	59937554	+	28.8	0.813	40.500000	51.5	11.5	4.48	1.04e-17	32.52	2.08e-57	1.05
chr11-1342	chr11	33974552	33974670	+	28.8	0.748	42.000000	51.5	12.5	4.12	2.76e-16	9.79	1.40e-32	1.02
chr11-1664	chr11	117030109	117030227	+	28.8	0.807	36.000000	52.0	11.5	4.52	2.30e-18	23.69	1.21e-50	1.17
chr11-1403	chr11	119099633	119099751	+	28.8	0.570	41.000000	51.5	12.0	4.29	5.61e-17	16.35	4.76e-43	1.03
chr13-967	chr13	29949435	29949553	+	28.8	0.856	37.500000	51.5	12.5	4.12	2.76e-16	16.61	3.60e-43	1.21
chr14-680	chr14	20806088	20806206	+	28.8	0.723	40.000000	51.5	11.5	4.48	1.04e-17	6.37	4.65e-24	1.10
chr15-814	chr15	10802284	10802402	+	28.8	0.638	41.000000	52.5	11.5	4.57	2.30e-18	8.24	5.52e-29	1.07
chr16-901	chr16	18617854	18617972	+	28.8	0.830	32.500000	51.5	7.0	7.36	8.55e-27	41.52	1.13e-62	1.28
chr17-1332	chr17	78854582	78854700	+	28.8	0.887	32.000000	51.5	6.5	7.92	3.18e-28	42.76	2.60e-63	1.34
chr1-1321	chr1	64843949	64844067	+	28.5	0.825	38.000000	51.0	12.0	4.25	5.61e-17	25.21	3.60e-52	1.11
chr2-1880	chr2	62492706	62492824	+	28.5	0.834	34.000000	51.0	10.5	4.86	2.68e-19	38.12	1.15e-59	1.24
chr4-1270	chr4	45309933	45310051	+	28.5	0.809	39.500000	51.5	11.5	4.48	1.04e-17	53.23	5.64e-67	1.06
chr4-1355	chr4	114620121	114620239	+	28.5	0.852	37.500000	51.0	11.0	4.64	1.76e-18	41.11	1.13e-62	1.12
chr7-1630	chr7	74404842	74404960	+	28.5	0.864	36.500000	51.0	9.0	5.67	4.46e-22	36.19	6.38e-60	1.19
chr7-1523	chr7	135272452	135272570	+	28.5	0.742	39.000000	51.0	12.0	4.25	5.61e-17	14.29	2.70e-39	1.06
chr8-1098	chr8	125456500	125456618	+	28.5	0.700	41.000000	51.0	8.5	6.00	3.94e-23	13.21	1.21e-38	1.04
chr9-1034	chr9	63991109	63991227	+	28.5	0.748	41.500000	51.0	5.0	10.20	2.13e-33	25.66	1.49e-52	1.07
chr9-984	chr9	116070277	116070395	+	28.5	0.583	43.000000	51.5	10.0	5.15	3.62e-20	9.95	6.62e-33	0.99
chr11-1416	chr11	62094246	62094364	+	28.5	0.580	40.500000	51.0	10.0	5.10	3.62e-20	8.96	7.96e-31	1.04
chr11-1645	chr11	78279531	78279649	+	28.5	0.772	36.000000	51.0	7.0	7.29	8.55e-27	10.98	6.90e-35	1.21
chr11-1397	chr11	83084931	83085049	+	28.5	0.667	41.000000	51.0	9.0	5.67	4.46e-22	21.55	7.61e-49	1.02
chr13-912	chr13	104929786	104929904	+	28.5	0.711	39.500000	51.0	12.0	4.25	5.61e-17	36.30	1.23e-58	1.05
chr16-882	chr16	20496842	20496960	+	28.5	0.858	33.000000	51.0	9.0	5.67	4.46e-22	11.28	2.03e-35	1.30
chr16-684	chr16	38711493	38711611	+	28.5	0.790	40.500000	51.0	11.5	4.43	1.04e-17	7.09	2.78e-26	1.04
chr16-834	chr16	38812791	38812909	+	28.5	0.881	35.000000	51.0	9.5	5.37	4.31e-21	41.93	4.26e-63	1.19
chr17-1160	chr17	88976211	88976329	+	28.5	0.862	35.500000	51.0	11.0	4.64	1.76e-18	11.40	1.23e-35	1.24
chr1-1141	chr1	158511475	158511593	+	28.3	0.665	42.000000	50.5	9.5	5.32	2.32e-20	20.97	3.81e-47	1.00
chr4-1353	chr4	87590407	87590525	+	28.3	0.774	37.500000	50.5	12.5	4.04	1.14e-15	22.73	8.10e-49	1.11
chr5-1431	chr5	139820101	139820219	+	28.3	0.898	35.000000	52.0	5.5	9.45	1.78e-32	13.48	3.97e-38	1.22
chr6-1162	chr6	49159105	49159223	+	28.3	0.795	36.500000	50.5	12.5	4.04	1.14e-15	11.04	2.44e-34	1.19
chr6-1055	chr6	72357267	72357385	+	28.3	0.821	39.500000	50.5	9.5	5.32	2.32e-20	26.21	8.71e-52	1.04
chr6-1257	chr6	121134877	121134995	+	28.3	0.797	34.500000	50.5	10.5	4.81	1.31e-18	10.62	2.29e-33	1.22
chr8-1137	chr8	96646750	96646868	+	28.3	0.808	39.500000	50.5	10.0	5.05	1.85e-19	32.38	3.19e-56	1.06
chr10-1400	chr10	126306859	126306977	+	28.3	0.843	32.500000	50.5	9.0	5.61	2.54e-21	50.52	1.19e-65	1.26
chr11-1710	chr11	29785297	29785415	+	28.3	0.879	35.000000	50.5	12.5	4.04	1.14e-15	39.75	1.50e-60	1.19
chr11-1597	chr11	75006423	75006541	+	28.3	0.798	37.000000	50.5	12.0	4.21	2.40e-16	5.68	1.56e-21	1.15
chr13-888	chr13	47247807	47247925	+	28.3	0.817	40.000000	52.5	12.5	4.20	6.61e-17	14.82	4.94e-40	1.12
chr17-1199	chr17	5402814	5402932	+	28.3	0.876	34.000000	50.5	12.5	4.04	1.14e-15	21.78	6.15e-48	1.22
chr19-749	chr19	11614782	11614900	+	28.3	0.841	35.000000	50.5	8.0	6.31	1.87e-23	52.09	2.65e-66	1.19
chr1-1019	chr1	134373867	134373985	+	28.0	0.654	45.500000	50.0	9.5	5.26	2.32e-20	23.39	1.27e-49	0.95
chr1-1454	chr1	137567110	137567228	+	28.0	0.807	35.500000	50.0	10.5	4.76	1.31e-18	26.96	1.38e-52	1.20
chr2-1835	chr2	28908492	28908610	+	28.0	0.809	34.500000	50.0	9.5	5.26	2.32e-20	15.73	1.91e-41	1.22
chr2-1446	chr2	131000536	131000654	+	28.0	0.766	41.500000	50.0	12.0	4.17	2.40e-16	16.84	7.62e-43	1.04
chr3-1231	chr3	79548499	79548617	+	28.0	0.870	32.500000	50.0	8.5	5.88	2.37e-22	45.17	5.00e-62	1.30
chr4-1418	chr4	62425159	62425277	+	28.0	0.855	36.000000	50.0	11.5	4.35	4.65e-17	23.52	9.70e-50	1.19
chr8-1116	chr8	10827718	10827836	+	28.0	0.848	40.000000	50.0	9.0	5.56	2.54e-21	12.23	2.27e-36	1.05
chr9-1009	chr9	21766997	21767115	+	28.0	0.750	42.000000	50.5	12.5	4.04	1.14e-15	16.98	5.19e-43	0.99
chr9-1270	chr9	57503690	57503808	+	28.0	0.850	34.500000	50.0	8.0	6.25	1.87e-23	10.55	1.93e-33	1.22
chr12-679	chr12	103578800	103578918	+	28.0	0.686	44.000000	50.0	9.5	5.26	2.32e-20	13.08	1.03e-37	0.94
chr13-964	chr13	20141676	20141794	+	28.0	0.857	37.500000	50.0	12.0	4.17	2.40e-16	50.63	6.55e-66	1.14
chr13-1002	chr13	37545154	37545272	+	28.0	0.867	36.500000	50.0	8.5	5.88	2.37e-22	15.82	1.46e-41	1.26
chr13-1090	chr13	96094315	96094433	+	28.0	0.845	34.000000	50.0	4.0	12.50	8.28e-37	11.03	2.59e-34	1.20
chr14-792	chr14	122384802	122384920	+	28.0	0.755	36.000000	50.0	12.0	4.17	2.40e-16	10.95	2.54e-33	1.14
chr15-882	chr15	11337278	11337396	+	28.0	0.882	38.000000	50.0	12.0	4.17	2.40e-16	20.97	2.36e-47	1.11
chr16-820	chr16	38731161	38731279	+	28.0	0.822	35.500000	50.0	9.0	5.56	2.54e-21	19.72	4.34e-46	1.19
chr16-810	chr16	91534865	91534983	+	28.0	0.976	36.000000	50.0	0.5	100.00	1.77e-80	10.00	2.14e-32	1.15
chr17-1068	chr17	84741892	84742010	+	28.0	0.805	37.500000	50.0	11.0	4.55	8.21e-18	28.05	2.04e-53	1.11
chr18-865	chr18	84815637	84815755	+	28.0	0.919	30.500000	50.0	10.5	4.76	1.31e-18	40.10	1.49e-59	1.37
chr19-616	chr19	5408404	5408522	+	28.0	0.580	41.500000	50.0	12.0	4.17	2.40e-16	8.90	4.05e-30	1.01
chr1-1288	chr1	40378811	40378929	+	27.7	0.758	38.500000	49.5	12.0	4.12	1.01e-15	13.61	1.40e-37	1.05
chr1-1261	chr1	59052308	59052426	+	27.7	0.812	39.000000	49.5	9.5	5.21	1.23e-19	30.45	7.36e-54	1.07
chr2-1837	chr2	31153522	31153640	+	27.7	0.801	34.500000	49.5	12.0	4.12	1.01e-15	34.68	1.50e-56	1.24
chr2-1470	chr2	101607588	101607706	+	27.7	0.734	41.000000	49.5	11.0	4.50	3.75e-17	5.70	3.43e-21	1.01
chr6-1204	chr6	66923248	66923366	+	27.7	0.793	35.500000	49.5	10.5	4.71	6.25e-18	28.15	3.00e-52	1.20
chr8-1363	chr8	71730448	71730566	+	27.7	0.907	33.500000	49.5	4.0	12.38	1.04e-35	9.86	2.65e-31	1.22
chr9-1185	chr9	50360446	50360564	+	27.7	0.810	36.500000	49.5	6.0	8.25	6.24e-28	9.76	4.04e-31	1.10
chr9-1109	chr9	118520415	118520533	+	27.7	0.692	39.500000	49.5	10.0	4.95	9.32e-19	7.28	4.17e-25	1.03
chr12-670	chr12	92973218	92973336	+	27.7	0.789	44.500000	49.5	12.0	4.12	1.01e-15	9.57	6.13e-31	0.92
chr13-1118	chr13	9021967	9022085	+	27.7	0.860	33.000000	49.5	9.5	5.21	1.23e-19	20.55	7.91e-46	1.22
chr13-1004	chr13	73596759	73596877	+	27.7	0.631	36.500000	50.0	10.5	4.76	1.31e-18	13.66	1.20e-37	1.14
chr15-813	chr15	102207721	102207839	+	27.7	0.701	41.500000	49.5	11.0	4.50	3.75e-17	22.34	1.61e-47	0.98
chr1-1467	chr1	9763003	9763121	+	27.4	0.678	35.000000	49.0	8.0	6.12	1.17e-22	26.08	6.86e-51	1.20
chr1-1411	chr1	172968200	172968318	+	27.4	0.606	36.500000	49.0	11.0	4.45	3.75e-17	12.60	1.18e-34	1.15
chr2-1474	chr2	131147086	131147204	+	27.4	0.839	41.000000	49.0	9.0	5.44	1.42e-20	26.77	2.01e-51	1.02
chr3-1078	chr3	87560005	87560123	+	27.4	0.864	36.000000	49.0	12.0	4.08	1.01e-15	34.33	1.50e-56	1.15
chr3-1081	chr3	97098488	97098606	+	27.4	0.644	36.000000	49.0	11.0	4.45	3.75e-17	9.54	4.34e-30	1.17
chr3-1082	chr3	97432659	97432777	+	27.4	0.752	36.000000	49.0	10.0	4.90	9.32e-19	27.68	4.15e-52	1.14
chr5-1342	chr5	65185344	65185462	+	27.4	0.838	36.500000	49.0	8.5	5.76	1.40e-21	18.45	7.41e-44	1.10
chr9-1115	chr9	30937616	30937734	+	27.4	0.689	39.000000	49.0	11.5	4.26	2.03e-16	10.98	1.40e-33	1.05
chr9-1435	chr9	83621231	83621349	+	27.4	0.843	31.000000	49.0	7.5	6.53	8.07e-24	34.05	2.24e-56	1.30
chr9-1225	chr9	124041266	124041384	+	27.4	0.797	36.000000	49.0	11.5	4.26	2.03e-16	7.61	1.28e-26	1.12
chr10-1253	chr10	8553766	8553884	+	27.4	0.847	35.000000	49.0	9.0	5.44	1.42e-20	28.47	1.20e-51	1.17
chr10-1337	chr10	110170551	110170669	+	27.4	0.787	33.500000	49.0	9.5	5.16	1.23e-19	35.53	2.93e-57	1.28
chr11-1503	chr11	53345809	53345927	+	27.4	0.755	38.500000	49.0	5.0	9.80	2.19e-31	22.36	9.63e-48	1.06
chr15-884	chr15	50651864	50651982	+	27.4	0.817	38.000000	49.0	10.5	4.67	6.25e-18	34.48	1.23e-56	1.14
chr15-1044	chr15	76069620	76069738	+	27.4	0.915	33.000000	49.0	6.5	7.54	1.93e-26	16.78	6.36e-41	1.22
chr18-588	chr18	46360666	46360784	+	27.4	0.739	41.000000	49.5	10.0	4.95	9.32e-19	5.46	1.22e-20	1.02
chr1-1270	chr1	93075765	93075883	+	27.1	0.794	39.000000	48.5	11.5	4.22	8.72e-16	22.44	1.14e-46	1.09
chr2-1674	chr2	165855863	165855981	+	27.1	0.808	37.500000	48.5	11.0	4.41	1.68e-16	17.51	9.27e-42	1.10
chr5-1489	chr5	23767023	23767141	+	27.1	0.871	33.500000	48.5	6.0	8.08	5.11e-27	38.35	1.82e-57	1.24
chr6-990	chr6	88003906	88004024	+	27.1	0.801	41.500000	48.5	10.0	4.85	4.59e-18	38.91	9.31e-58	0.98
chr8-1082	chr8	36131410	36131528	+	27.1	0.855	41.000000	48.5	9.0	5.39	7.74e-20	42.86	6.20e-60	1.02
chr9-1350	chr9	21608929	21609047	+	27.1	0.863	32.500000	48.5	10.5	4.62	2.93e-17	20.39	9.07e-45	1.26
chr9-979	chr9	65979371	65979489	+	27.1	0.703	43.000000	48.5	10.0	4.85	4.59e-18	7.53	1.01e-25	0.99
chr10-1113	chr10	51273316	51273434	+	27.1	0.754	39.000000	49.0	12.0	4.08	1.01e-15	33.78	4.24e-55	1.07
chr14-710	chr14	35353836	35353954	+	27.1	0.705	39.000000	48.5	12.0	4.04	4.13e-15	38.17	2.28e-57	1.03
chr17-1008	chr17	37340681	37340799	+	27.1	0.878	39.000000	48.5	11.0	4.41	1.68e-16	33.15	1.66e-54	1.02
chr17-952	chr17	46661167	46661285	+	27.1	0.739	40.500000	49.0	8.5	5.76	1.40e-21	12.21	5.98e-35	1.04
chr19-599	chr19	29505554	29505672	+	27.1	0.724	42.500000	48.5	10.5	4.62	2.93e-17	25.57	2.78e-49	1.00
chr3-1138	chr3	16110693	16110811	+	26.9	0.870	34.500000	48.0	7.5	6.40	5.29e-23	42.40	1.02e-59	1.15
chr5-1362	chr5	36036418	36036536	+	26.9	0.823	36.000000	48.5	11.5	4.22	8.72e-16	20.39	5.70e-45	1.13
chr5-1256	chr5	65291588	65291706	+	26.9	0.795	38.500000	48.0	10.5	4.57	2.93e-17	39.86	1.86e-58	1.09
chr5-1238	chr5	73235656	73235774	+	26.9	0.764	39.000000	48.5	10.5	4.62	2.93e-17	18.67	3.16e-43	1.04
chr9-1505	chr9	102682029	102682147	+	26.9	0.808	29.500000	49.0	11.5	4.26	2.03e-16	26.74	3.64e-49	1.37
chr10-1260	chr10	39797532	39797650	+	26.9	0.805	35.000000	48.0	10.0	4.80	4.59e-18	24.53	1.18e-48	1.15
chr10-1288	chr10	83028335	83028453	+	26.9	0.784	34.500000	48.0	6.5	7.38	1.46e-25	28.67	8.60e-52	1.18
chr10-1338	chr10	118516483	118516601	+	26.9	0.806	33.500000	48.0	8.0	6.00	7.20e-22	33.35	7.65e-55	1.18
chr14-893	chr14	67410763	67410881	+	26.9	0.849	33.000000	48.5	11.0	4.41	1.68e-16	41.52	2.75e-59	1.32
chr16-800	chr16	3115644	3115762	+	26.9	0.893	36.000000	48.0	6.0	8.00	5.11e-27	71.81	1.65e-70	1.10
chr16-911	chr16	21392913	21393031	+	26.9	0.871	32.000000	48.0	11.5	4.17	8.72e-16	54.03	3.77e-63	1.24
chr17-1063	chr17	45718503	45718621	+	26.9	0.702	37.500000	48.5	10.5	4.62	2.93e-17	4.51	4.84e-17	1.12
chr1-1162	chr1	6396514	6396632	+	26.6	0.650	41.000000	47.5	11.5	4.13	3.66e-15	18.52	5.32e-42	1.00
chr6-1111	chr6	121222690	121222808	+	26.6	0.704	38.000000	47.5	9.5	5.00	3.23e-18	24.42	2.19e-47	1.10
chr7-1777	chr7	83025740	83025858	+	26.6	0.919	33.500000	47.5	11.5	4.13	3.66e-15	36.35	3.11e-55	1.28
chr8-1550	chr8	73956964	73957082	+	26.6	0.989	29.500000	47.5	0.5	95.00	1.67e-74	65.19	6.43e-67	1.32
chr12-953	chr12	4724339	4724457	+	26.6	0.854	33.000000	47.5	6.5	7.31	1.08e-24	15.20	3.30e-38	1.22
chr13-938	chr13	99767114	99767232	+	26.6	0.812	38.500000	47.5	9.5	5.00	3.23e-18	38.80	2.31e-55	1.02
chr15-1169	chr15	95593496	95593614	+	26.6	0.904	30.000000	47.5	7.0	6.79	2.16e-23	42.64	2.08e-58	1.34
chr19-707	chr19	53929628	53929746	+	26.6	0.821	37.000000	48.5	8.5	5.71	8.11e-21	37.56	6.93e-56	1.08
chr1-1442	chr1	13019550	13019668	+	26.3	0.883	35.500000	47.0	8.5	5.53	4.60e-20	50.26	1.24e-60	1.11
chr1-1402	chr1	122364047	122364165	+	26.3	0.812	36.500000	47.0	9.0	5.22	4.15e-19	23.23	1.29e-46	1.08
chr2-1987	chr2	69473153	69473271	+	26.3	0.838	32.500000	47.0	10.0	4.70	2.21e-17	22.11	1.19e-45	1.20
chr4-1537	chr4	46403482	46403600	+	26.3	0.846	33.500000	47.0	10.5	4.48	1.35e-16	6.72	2.13e-23	1.18
chr4-1310	chr4	88451798	88451916	+	26.3	0.992	38.500000	47.0	8.5	5.53	4.60e-20	45.91	4.26e-60	1.04
chr4-1395	chr4	97506329	97506447	+	26.3	0.698	36.500000	47.0	10.0	4.70	2.21e-17	26.81	3.32e-48	1.06
chr5-1302	chr5	110713695	110713813	+	26.3	0.747	37.500000	47.0	9.0	5.22	4.15e-19	7.92	2.66e-26	1.07
